wall fr oriented,U R U' R' U' R U' R' U R U' R',R U' R' U R U2 R' U R U R'
split bl misoriented + U2,y' U' L' U L U' L' U' L,y U' R' U R U' R' U' R
split bl misoriented + U,Dw U L' U L U' L' U' L,""
split bl oriented,U' L U' L U L U L',""
split bl oriented + U',U2 L U' L U L U L',""
split bl oriented + U2,U L U' L U L U L',""
split bl oriented + U,L U' L U L U L',""
short hide fr oriented,U' R U R' U2 R U' R',""
short hide fr oriented + U',R U R' U2 R U' R',""
short hide fr oriented + U2,U R U R' U2 R U' R',""
short hide fr oriented + U,U2 R U R' U2 R U' R',""
short hide fr misoriented,U' Rw U' R' U R U Rw',""
short hide fr misoriented + U',Rw U' R' U R U Rw',""
short hide fr misoriented + U2,U Rw U' R' U R U Rw',""
short hide fr misoriented + U,U2 Rw U' R' U R U Rw',""
short hide fl oriented,U L' U' L U2 L' U L,""
short hide fl oriented + U',L' U' L U2 L' U L,""
short hide fl oriented + U2,U' L' U' L U2 L' U L,""
short hide fl oriented + U,U2 L' U' L U2 L' U L,""
short hide fl misoriented,U Lw' U L U' L' U' Lw,""
short hide fl misoriented + U',Lw' U L U' L' U' Lw,""
short hide fl misoriented + U2,U' Lw' U L U' L' U' Lw,""
short hide fl misoriented + U,U2 Lw' U L U' L' U' Lw,""
short hide br oriented,U R' U' R U R' U2 R,""
short hide br oriented + U',U2 R' U' R U R' U2 R,y Rw U' R' U R U Rw'
short hide br oriented + U2,U' R' U' R U R' U2 R,""
short hide br oriented + U,R' U' R U R' U2 R,R' U' R U2 R' U R
short hide br misoriented,U Rw' U R U' R' U' Rw,""
short hide br misoriented + U',U2 Rw' U R U' R' U' Rw,R' F R' F' R2 U R' U' R
short hide br misoriented + U2,U' Rw' U R U' R' U' Rw,""
short hide br misoriented + U,Rw' U R U' R' U' Rw,""
short hide bl oriented,U' L U L' U2 L U' L',""
short hide bl oriented + U',U2 L U L' U2 L U' L',""
short hide bl oriented + U2,U L U L' U2 L U' L',""
short hide bl oriented + U,L U L' U2 L U' L',""
short hide bl misoriented,U' Lw U' L' U L U Lw',""
short hide bl misoriented + U',U2 Lw U' L' U L U Lw',""
short hide bl misoriented + U2,U Lw U' L' U L U Lw',""
short hide bl misoriented + U,Lw U' L' U L U Lw',""
long hide fr oriented,R U R' U R U' R' U R U' R',""
long hide fr oriented + U',R U2 R' U2 R U' R',""
long hide fr oriented + U2,U R U2 R' U2 R U' R',""
long hide fr oriented + U,U2 R U2 R' U2 R U' R',R U R' U R U' R' U2 R U' R'
long hide fr misoriented,Dw R' U2 R U2 R' U R,U' R U' R' Rw U' R' U R U Rw'
long hide fr misoriented + U',R U' R' Rw U' R' U R U Rw',""
long hide fr misoriented + U2,U R U' R' Rw U' R' U R U Rw',""
long hide fr misoriented + U,R U R' U Rw U' R' U R U Rw',y' R' U2 R U2 R' U R
long hide fl oriented,L' U' L U' L' U L U' L' U L,""
long hide fl oriented + U',L' U2 L U2 L' U L,""
long hide fl oriented + U2,U' L' U2 L U2 L' U L,""
long hide fl oriented + U,L' U' L U' L' U L U2 L' U L,""
long hide fl misoriented,U L' U L Lw' U L U' L' U' Lw,U' L' U' L U' Lw' U L U' L' U' Lw
long hide fl misoriented + U',L' U L Lw' U L U' L' U' Lw,""
long hide fl misoriented + U2,U' L' U L Lw' U L U' L' U' Lw,""
long hide fl misoriented + U,L' U' L U' Lw' U L U' L' U' Lw,y' R U2 R' U2 R U' R'
long hide br oriented,U R' U2 R U2 R' U R,""
long hide br oriented + U',U2 R' U2 R U2 R' U R,""
long hide br oriented + U2,U' R' U2 R U2 R' U R,""
long hide br oriented + U,R' U2 R U2 R' U R,""
long hide br misoriented,U R' U R Rw' U R U' R' U' Rw,"Rw U2 R2 U' R2 U' Rw',y R U R' U R U' R' U R U' R'"
long hide br misoriented + U',y R U2 R' U2 R U' R',R' U' R U' Rw' U R U' R' U' Rw
long hide br misoriented + U2,U' R' U R Rw' U R U' R' U' Rw,""
long hide br misoriented + U,R' U R Rw' U R U' R' U' Rw,""
long hide bl oriented,L U L' U L U' L' U L U' L',""
long hide bl oriented + U',L U L' U L U' L' U2 L U' L',""
long hide bl oriented + U2,L U L' U' L U' L' U L U L',U L U2 L' U2 L U' L'
long hide bl oriented + U,L U2 L' U2 L U' L',""
long hide bl misoriented,Dw L' U2 L U2 L' U L,""
long hide bl misoriented + U',y R' U2 R U2 R' U R,y' L' U2 L U2 L' U L
long hide bl misoriented + U2,y U' R' U2 R U2 R' U R,""
long hide bl misoriented + U,L U' L' Lw U' L' U L U Lw',""
three mover fr misoriented,y' R' U' R,F' U' F
three mover fr misoriented + U',Dw R' U' R,""
three mover fr misoriented + U2,Dw U R' U' R,U R' F R U R U' R2 F' R
three mover fr misoriented + U,U' F' U' F,Rw' R2 U' R' U M'
three mover fr oriented,R U R',""
three mover fr oriented + U',U R U R',""
three mover fr oriented + U2,U2 R U R',""
three mover fr oriented + U,U' R U R',""
three mover fl misoriented,y L U L',y' R U R'
three mover fl misoriented + U',y U' L U L',Dw' L U L'
three mover fl misoriented + U2,Dw' U' L U L',Dw U R U R'
three mover fl misoriented + U,y U L U L',Dw R U R'
three mover fl oriented,L' U' L,""
three mover fl oriented + U',U' L' U' L,""
three mover fl oriented + U2,U2 L' U' L,R' F R U R' F' R
three mover fl oriented + U,U L' U' L,""
three mover br misoriented,y' L U L',Fw R Fw'
three mover br misoriented + U',Dw L U L',""
three mover br misoriented + U2,Dw U L U L',Dw' U' R U R'
three mover br misoriented + U,y' U' L U L',"y U' R U R',U' Fw R Fw'"
three mover br oriented,R' U' R,""
three mover br oriented + U',U R' U' R,""
three mover br oriented + U2,U2 R' U' R,""
three mover br oriented + U,U' R' U' R,""
three mover bl misoriented,y R' U' R,""
three mover bl misoriented + U',y U' R' U' R,""
three mover bl misoriented + U2,Dw' U' R' U' R,Dw U L' U' L
three mover bl misoriented + U,y U R' U' R,""
three mover bl oriented,L U L',""
three mover bl oriented + U',U' L U L',""
three mover bl oriented + U2,U2 L U L',""
three mover bl oriented + U,U L U L',""
pseudo three mover fr misoriented,U' R U' R' Dw R' U' R,""
pseudo three mover fr misoriented + U',R U' R' Dw R' U' R,""
pseudo three mover fr misoriented + U2,U R U' R' Dw R' U' R,""
pseudo three mover fr misoriented + U,U2 R U' R' Dw R' U' R,""
pseudo three mover fr oriented,U' R U R' U R U R',U2 R U' R' U' R U R'
pseudo three mover fr oriented + U',R U R' U R U R',""
pseudo three mover fr oriented + U2,R U' R' U' R U R',""
pseudo three mover fr oriented + U,U R U' R' U' R U R',""
pseudo three mover fl misoriented,U L' U L Dw' L U L',""
pseudo three mover fl misoriented + U',L' U L Dw' L U L',""
pseudo three mover fl misoriented + U2,U' L' U L Dw' L U L',""
pseudo three mover fl misoriented + U,y L U L' U L U L',""
pseudo three mover fl oriented,U L' U' L U' L' U' L,""
pseudo three mover fl oriented + U',L' U' L U' L' U' L,""
pseudo three mover fl oriented + U2,L' U L U L' U' L,""
pseudo three mover fl oriented + U,U' L' U L U L' U' L,""
pseudo three mover br misoriented,y U' R U R' U R U R',""
pseudo three mover br misoriented + U',y R U R' U R U R',Dw' R U' R' U' R U R'
pseudo three mover br misoriented + U2,y R U' R' U' R U R',""
pseudo three mover br misoriented + U,y U R U' R' U' R U R',""
pseudo three mover br oriented,U R' U' R U' R' U' R,""
pseudo three mover br oriented + U',U' R' U R U R' U' R,""
pseudo three mover br oriented + U2,R' U R U R' U' R,""
pseudo three mover br oriented + U,R' U' R U' R' U' R,""
pseudo three mover bl misoriented,y' U L' U' L U' L' U' L,y U R' U' R U' R' U' R
pseudo three mover bl misoriented + U',y R' U' R U' R' U' R,Dw L' U L U L' U' L
pseudo three mover bl misoriented + U2,y R' U R U R' U' R,y' L' U L U L' U' L
pseudo three mover bl misoriented + U,y U' R' U R U R' U' R',""
pseudo three mover bl oriented,U' L U L' U L U L',""
pseudo three mover bl oriented + U',U L U' L' U' L U L',""
pseudo three mover bl oriented + U2,L U' L' U' L U L',""
pseudo three mover bl oriented + U,L U L' U L U L',""
long penis fr oriented,U R U2 R' U R U' R',""
long penis fr oriented + U',U2 R U2 R' U R U' R',""
long penis fr oriented + U2,U' R U2 R' U R U' R',""
long penis fr oriented + U,R U2 R' U R U' R',""
long penis fr misoriented,U' R U' R2 F R F' R U' R',""
long penis fr misoriented + U',R U' R2 F R F' R U' R',y L' U2 L U' L' U L
long penis fr misoriented + U2,U R U' R2 F R F' R U' R',Dw R' U2 R U' R' U R
long penis fr misoriented + U,U2 R U' R2 F R F' R U' R',R U R' U R' F R F' R U' R'
long penis fl oriented,U' L' U2 L U' L' U L,""
long penis fl oriented + U',U2 L' U2 L U' L' U L,U' L' U L U' L' U L U' L' U' L
long penis fl oriented + U2,U L' U2 L U' L' U L,""
long penis fl oriented + U,L' U2 L U' L' U L,""
long penis fl misoriented,Dw R U2 R' U R U' R',U L' U L2 F' L' F L' U L
long penis fl misoriented + U',L' U L2 F' L' F L' U L,"y' R U2 R' U R U' R',y L U2 L' U L U' L'"
long penis fl misoriented + U2,U' L' U L2 F' L' F L' U L,""
long penis fl misoriented + U,U2 L' U L2 F' L' F L' U L,Dw U R U2 R' U R U' R'
long penis br oriented,U' R' U2 R U' R' U R,""
long penis br oriented + U',R' U2 R U' R' U R,""
long penis br oriented + U2,U R' U2 R U' R' U R,""
long penis br oriented + U,U2 R' U2 R U' R' U R,R' U' R U' R' U2 R U R' U' R
long penis br misoriented,y U R U2 R' U R U' R',""
long penis br misoriented + U',y U2 R U2 R' U R U' R',Dw' U' R U2 R' U R U' R'
long penis br misoriented + U2,y U' R U2 R' U R U' R',Dw' R U2 R' U R U' R'
long penis br misoriented + U,y R U2 R' U R U' R',""
long penis bl oriented,U L U2 L' U L U' L',""
long penis bl oriented + U',L U2 L' U L U' L',""
long penis bl oriented + U2,U' L U2 L' U L U' L',""
long penis bl oriented + U,U2 L U2 L' U L U' L',U L U' L' U L U' L' U L U L'
long penis bl misoriented,y' U' L' U2 L U' L' U L,y U' R' U2 R U' R' U R
long penis bl misoriented + U',Dw U L' U2 L U' L' U L,""
long penis bl misoriented + U2,Dw L' U2 L U' L' U L,""
long penis bl misoriented + U,y' L' U2 L U' L' U L,""
short penis fr oriented,U2 R U R' U R U' R',R U' R' U2 R U R'
short penis fr oriented + U',U' R U R' U R U' R',""
short penis fr oriented + U2,R U R' U R U' R',""
short penis fr oriented + U,U R U R' U R U' R',""
short penis fr misoriented,Rw U' Rw' U2 Rw U Rw',"Dw U R' U' R U' R' U R,F' L' U2 L F"
short penis fr misoriented + U',U Rw U' Rw' U2 Rw U Rw',"y' U' R' U' R U' R' U R,R U2 R2 F R F' R U' R'"
short penis fr misoriented + U2,y' R' U' R U' R' U R,"y L' U' L U' L' U L,U2 Rw U' Rw' U2 Rw U Rw',R' F R F' R U R' U R U' R'"
short penis fr misoriented + U,Dw R' U' R U' R' U R,U' Rw U' Rw' U2 Rw U Rw'
short penis fl oriented,L' U L U2 L' U' L,U2 L' U' L U' L' U L
short penis fl oriented + U',U L' U' L U' L' U L,""
short penis fl oriented + U2,L' U' L U' L' U L,""
short penis fl oriented + U,U' L' U' L U' L' U L,""
short penis fl misoriented,Lw' U Lw U2 Lw' U' Lw,""
short penis fl misoriented + U',U' Lw' U Lw U2 Lw' U' Lw,""
short penis fl misoriented + U2,y' R U R' U R U' R',"y L U L' U L U' L',U2 Lw' U Lw U2 Lw' U' Lw"
short penis fl misoriented + U,U Lw' U Lw U2 Lw' U' Lw,""
short penis br oriented,U2 R' U' R U' R' U R,R' U R U2 R' U' R
short penis br oriented + U',U' R' U' R U' R' U R,""
short penis br oriented + U2,R' U' R U' R' U R,""
short penis br oriented + U,U R' U' R U' R' U R,""
short penis br misoriented,Rw' U Rw U2 Rw' U' Rw,"Dw' U' R U R' U R U' R',Dw U L U L' U L U' L'"
short penis br misoriented + U',y U' R U R' U R U' R',y' U' L U L' U L U' L'
short penis br misoriented + U2,y R U R' U R U' R',y' L U L' U L U' L'
short penis br misoriented + U,U' Rw' U Rw U2 Rw' U' Rw,Dw L U L' U L U' L'
short penis bl oriented,L U' L' U2 L U L',U2 L U L' U L U' L'
short penis bl oriented + U',U L U L' U L U' L',""
short penis bl oriented + U2,L U L' U L U' L',""
short penis bl oriented + U,U' L U L' U L U' L',""
short penis bl misoriented,Lw U' Lw' U2 Lw U Lw',Dw U L' U' L U' L' U L
short penis bl misoriented + U',U' Lw U' Lw' U2 Lw U Lw',"y' U L' U' L U' L' U L,y U R' U' R U' R' U R"
short penis bl misoriented + U2,y R' U' R U' R' U R,y' L' U' L U' L' U L
short penis bl misoriented + U,U Lw U' Lw' U2 Lw U Lw',y U' R' U' R U' R' U R
solved corner fr oriented,U' F' R U R' U' R' F R,"R' F' R U R U' R' F,R U' R' U' R U' R' U R U R'"
solved corner fr oriented + U',F' R U R' U' R' F R,"R' F R F' R U R',U U' F' R U R' U' R' F R"
solved corner fr oriented + U2,U F' R U R' U' R' F R,""
solved corner fr oriented + U,U' U' F' R U R' U' R' F R,""
solved corner fr misoriented,U R U' R' F R' F' R,""
solved corner fr misoriented + U',U2 R U' R' F R' F' R,""
solved corner fr misoriented + U2,U' R U' R' F R' F' R,""
solved corner fr misoriented + U,R U' R' F R' F' R,""
solved corner fl oriented,Rw U Rw' U' L' U L F',L' U L U L' U L U' L' U' L
solved corner fl oriented + U',U' Rw U Rw' U' L' U L F',x U Rw' U' L U Rw U' Rw'
solved corner fl oriented + U2,U2 Rw U Rw' U' L' U L F',""
solved corner fl oriented + U,U Rw U Rw' U' L' U L F',""
solved corner fl misoriented,U' L' U L F' L F L',""
solved corner fl misoriented + U',L' U2 L Dw' U' L U L',""
solved corner fl misoriented + U2,U L' U L F' L F L',""
solved corner fl misoriented + U,L' U L F' L F L',L' U L U Lw' U Lw U' Lw' U' Lw
solved corner br oriented,R' U R U R' U R U' R' U' R,""
solved corner br oriented + U',R' U R U R' U2 R U' R' U' R,""
solved corner br oriented + U2,U2 R' U R U R' U R U' R' U' R,""
solved corner br oriented + U,U' R' U R U R' U R U' R' U' R,""
solved corner br misoriented,U' R' U R U Rw' U Rw U' Rw' U' Rw,"y R' F' R U R U' R' F,R' U F R' F' R U R U' R' U' R"
solved corner br misoriented + U',R' U R U Rw' U Rw U' Rw' U' Rw,"y U R' F' R U R U' R' F,R' U R U2 R2 F R F' R"
solved corner br misoriented + U2,U' y U' R' F' R U R U' R' F,R' U R U Rw' U R U' R' U' Rw
solved corner br misoriented + U,y U' R' F' R U R U' R' F,R' U R' F R F' R U2 R' U R
solved corner bl oriented,L U' L' U' L U' L' U L U L',""
solved corner bl oriented + U',L U' L' U' L U2 L' U L U L',""
solved corner bl oriented + U2,U2 L U' L' U' L U' L' U L U L',""
solved corner bl oriented + U,U L U' L' U' L U' L' U L U L',""
solved corner bl misoriented,U L U' L' U' Lw U' Lw' U Lw U Lw',""
solved corner bl misoriented + U',L U' L' U' Lw U' Lw' U Lw U Lw',""
solved corner bl misoriented + U2,L U' L' U' Lw U' L' U L U Lw',""
solved corner bl misoriented + U,Dw Rw U Rw' U' L' U L F',"U' L U' L' U' Lw U' L' U L U Lw',L U' L F' L' F L' U2 L U' L'"
hockey stick fr oriented,R U' R' U R U' R',""
hockey stick fr oriented + U',U R U' R' U R U' R',""
hockey stick fr oriented + U2,U2 R U' R' U R U' R',""
hockey stick fr oriented + U,U' R U' R' U R U' R',""
hockey stick fr misoriented,y L' U L U' L' U L,"y' R' U R U' R' U R,R U R' U Lw2 F' Lw' U Lw',R U' R' U' R' F R F' R U' R'"
hockey stick fr misoriented + U',Dw R' U R U' R' U R,""
hockey stick fr misoriented + U2,Dw' U' L' U L U' L' U L,Dw U R' U R U' R' U R
hockey stick fr misoriented + U,y' U' R' U R U' R' U R,Dw' L' U L U' L' U L
hockey stick fl oriented,L' U L U' L' U L,""
hockey stick fl oriented + U',U' L' U L U' L' U L,""
hockey stick fl oriented + U2,U2 L' U L U' L' U L,""
hockey stick fl oriented + U,U L' U L U' L' U L,""
hockey stick fl misoriented,y' R U' R' U R U' R',"y L U' L' U L U' L',L' U' L U F' L F L'"
hockey stick fl misoriented + U',y' U' R U' R' U R U' R',Dw' L U' L' U L U' L'
hockey stick fl misoriented + U2,Dw U R U' R' U R U' R',""
hockey stick fl misoriented + U,Dw R U' R' U R U' R',""
hockey stick br oriented,R' U R U' R' U R,""
hockey stick br oriented + U',U R' U R U' R' U R,""
hockey stick br oriented + U2,U2 R' U R U' R' U R,""
hockey stick br oriented + U,U' R' U R U' R' U R,""
hockey stick br misoriented,y R U' R' U R U' R',"R' U2 R' F R F' R,y' L U' L' U L U' L'"
hockey stick br misoriented + U',y U R U' R' U R U' R',""
hockey stick br misoriented + U2,Dw' U' R U' R' U R U' R',""
hockey stick br misoriented + U,Dw' R U' R' U R U' R',""
hockey stick bl oriented,L U' L' U L U' L',""
hockey stick bl oriented + U',U' L U' L' U L U' L',""
hockey stick bl oriented + U2,U2 L U' L' U L U' L',""
hockey stick bl oriented + U,U L U' L' U L U' L',""
hockey stick bl misoriented,y' L' U L U' L' U L,""
hockey stick bl misoriented + U',y' U' L' U L U' L' U L,""
hockey stick bl misoriented + U2,Dw U L' U L U' L' U L,""
hockey stick bl misoriented + U,Dw L' U L U' L' U L,""
broken hockey stick fr misoriented,y' R' U' R U R' U' R,M' U R U' Rw' U R U' R'
broken hockey stick fr misoriented + U',Dw R' U' R U R' U' R,U' R U' R' F' U' F
broken hockey stick fr misoriented + U2,R U' R' F' U' F,""
broken hockey stick fr misoriented + U,U R U' R' F' U' F,""
broken hockey stick fr oriented,R U R' U' R U R',""
broken hockey stick fr oriented + U',U R U R' U' R U R',""
broken hockey stick fr oriented + U2,U2 R U R' U' R U R',""
broken hockey stick fr oriented + U,U' R U R' U' R U R',""
broken hockey stick fl misoriented,y L U L' U' L U L',M' U' L' U Lw U' L' U L
broken hockey stick fl misoriented + U',Dw' L U L' U' L U L',""
broken hockey stick fl misoriented + U2,Dw' U' L U L' U' L U L',""
broken hockey stick fl misoriented + U,y U L U L' U' L U L',Dw R U R' U' R U R'
broken hockey stick fl oriented,L' U' L U L' U' L,""
broken hockey stick fl oriented + U',U' L' U' L U L' U' L,""
broken hockey stick fl oriented + U2,U2 L' U' L U L' U' L,""
broken hockey stick fl oriented + U,U L' U' L U L' U' L,""
broken hockey stick br misoriented,y' L U L' U' L U L',""
broken hockey stick br misoriented + U',Dw L U L' U' L U L',""
broken hockey stick br misoriented + U2,Dw' U' R U R' U' R U R',""
broken hockey stick br misoriented + U,Dw' R U R' U' R U R',""
broken hockey stick br oriented,R' U' R U R' U' R,""
broken hockey stick br oriented + U',U R' U' R U R' U' R,""
broken hockey stick br oriented + U2,U2 R' U' R U R' U' R,""
broken hockey stick br oriented + U,U' R' U' R U R' U' R,""
broken hockey stick bl misoriented,y R' U' R U R' U' R,""
broken hockey stick bl misoriented + U',Dw' R' U' R U R' U' R,""
broken hockey stick bl misoriented + U2,Dw' U' R' U' R U R' U' R,""
broken hockey stick bl misoriented + U,y U R' U' R U R' U' R,""
broken hockey stick bl oriented,L U L' U' L U L',""
broken hockey stick bl oriented + U',U' L U L' U' L U L',""
broken hockey stick bl oriented + U2,U2 L U L' U' L U L',""
broken hockey stick bl oriented + U,U L U L' U' L U L',""
twisted corner fr corner in front,R U' R' U' R U R' U2 R U' R',""
twisted corner fr corner on side + U',R U' R' U R U2 R' U R U' R',R U R' U2 R U' R' U R U R'
twisted corner fl corner in front,L' U L U L' U' L U2 L' U L,""
twisted corner fl corner on side + U',L' U L U' L' U2 L U' L' U L,""
twisted corner br corner in back,R' U' R U R' U2 R U R' U' R,R' U R U R' U' R U2 R' U R
twisted corner br corner on side + U',R' U2 R U' R' U R U' R' U' R,"R' U R U' R' U2 R U' R' U R,R' U' R U2 R' U R U' R' U' R"
twisted corner bl corner in back,L U' L' U' L U L' U2 L U' L',L U L' U' L U2 L' U' L U L'
twisted corner bl corner on side + U',L U2 L' U L U' L' U L U L',L U' L' U L U2 L' U L U' L'
ugly stuck pieces fr corner in front,R U' R' U' R U' R' Dw R' U' R,""
ugly stuck pieces fr corner on side + U',R U' R' Rw U' Rw' U2 Rw U Rw',R U' R' Dw U R' U' R U' R' U R
ugly stuck pieces fl corner in front,L' U L U L' U L Dw' L U L',""
ugly stuck pieces fl corner on side + U',L' U L Lw' U Lw U2 Lw' U' Lw,L' U L Dw' U' L U L' U L U' L'
ugly stuck pieces br corner in back,y R U' R' Rw U' Rw' U2 Rw U Rw',R' U2 R U' R' F R' F' R2 U' R' U R
ugly stuck pieces br corner on side + U',R' U R Rw' U Rw U2 Rw' U' Rw,""
ugly stuck pieces bl corner in back,y' L' U L Lw' U Lw U2 Lw' U' Lw,""
ugly stuck pieces bl corner on side + U',L U' L' Lw U' Lw' U2 Lw U Lw',""
flipped edge fr,R' F R F' R U' R' U R U' R' U2 R U' R',R U' R' Dw R' U2 R U2 R' U R
flipped edge fl,L F' L' F L' U L U' L' U L U2 L' U L,L' U L Dw' L U2 L' U2 L U' L'
flipped edge br,R' U R' F R F' U R U2 R' U R,R' U R Dw' R U2 R' U2 R U' R'
flipped edge bl,L U' L F' L' F U' L' U2 L U' L',L U' L' Dw L' U2 L U2 L' U L
